division,season,home_team,away_team,home_goals,away_goals
Premier_League,1998-1999,Leicester,Leeds,1.0,2.0
Premier_League,1998-1999,Tottenham,Southampton,3.0,0.0
Premier_League,1998-1999,Sheffield Weds,Wimbledon,1.0,2.0
Premier_League,1998-1999,Coventry,Charlton,2.0,1.0
Premier_League,1998-1999,Southampton,West Ham,1.0,0.0
Premier_League,1998-1999,Wimbledon,Leicester,0.0,1.0
Premier_League,1998-1999,Arsenal,Sheffield Weds,3.0,0.0
Premier_League,1998-1999,Blackburn,Everton,1.0,2.0
Premier_League,1998-1999,Derby,Aston Villa,2.0,1.0
Premier_League,1998-1999,Leeds,Tottenham,2.0,0.0
Premier_League,1998-1999,Nott'm Forest,Newcastle,1.0,2.0
Premier_League,1998-1999,Chelsea,West Ham,0.0,1.0
Premier_League,1998-1999,Coventry,Blackburn,1.0,1.0
Premier_League,1998-1999,Derby,Liverpool,3.0,2.0
Premier_League,1998-1999,Everton,Arsenal,0.0,2.0
Premier_League,1998-1999,Leicester,Charlton,1.0,1.0
Premier_League,1998-1999,Newcastle,Man United,1.0,2.0
Premier_League,1998-1999,Sheffield Weds,Leeds,0.0,2.0
Premier_League,1998-1999,Tottenham,Aston Villa,1.0,0.0
Premier_League,1998-1999,Wimbledon,Nott'm Forest,1.0,3.0
Premier_League,1998-1999,Middlesbrough,Southampton,3.0,0.0
Premier_League,1998-1999,Arsenal,Coventry,2.0,0.0
Premier_League,1998-1999,Blackburn,Wimbledon,3.0,1.0
Premier_League,1998-1999,Leeds,Derby,4.0,1.0
Premier_League,1998-1999,Nott'm Forest,Middlesbrough,1.0,2.0
Premier_League,1998-1999,Southampton,Sheffield Weds,1.0,0.0
Premier_League,1998-1999,West Ham,Newcastle,2.0,0.0
Premier_League,1998-1999,Aston Villa,Chelsea,0.0,3.0
Premier_League,1998-1999,Man United,Everton,3.0,1.0
Premier_League,1998-1999,Aston Villa,West Ham,0.0,0.0
Premier_League,1998-1999,Blackburn,Middlesbrough,0.0,0.0
Premier_League,1998-1999,Charlton,Chelsea,0.0,1.0
Premier_League,1998-1999,Derby,Newcastle,3.0,4.0
Premier_League,1998-1999,Leeds,Nott'm Forest,3.0,1.0
Premier_League,1998-1999,Liverpool,Everton,3.0,2.0
Premier_League,1998-1999,Sheffield Weds,Coventry,1.0,2.0
Premier_League,1998-1999,Southampton,Arsenal,0.0,0.0
Premier_League,1998-1999,Tottenham,Leicester,0.0,2.0
Premier_League,1998-1999,Wimbledon,Man United,1.0,1.0
Premier_League,1998-1999,Coventry,Southampton,1.0,0.0
Premier_League,1998-1999,Everton,Sheffield Weds,1.0,2.0
Premier_League,1998-1999,Middlesbrough,Wimbledon,3.0,1.0
Premier_League,1998-1999,Newcastle,Tottenham,1.0,1.0
Premier_League,1998-1999,Nott'm Forest,Liverpool,2.0,2.0
Premier_League,1998-1999,West Ham,Charlton,0.0,1.0
Premier_League,1998-1999,Arsenal,Blackburn,1.0,0.0
Premier_League,1998-1999,Leicester,Aston Villa,2.0,2.0
Premier_League,1998-1999,Aston Villa,Southampton,3.0,0.0
Premier_League,1998-1999,Derby,Nott'm Forest,1.0,0.0
Premier_League,1998-1999,Leicester,West Ham,0.0,0.0
Premier_League,1998-1999,Middlesbrough,Charlton,2.0,0.0
Premier_League,1998-1999,Everton,Coventry,2.0,0.0
Premier_League,1998-1999,Wimbledon,Chelsea,1.0,2.0
Premier_League,1998-1999,Leeds,Liverpool,0.0,0.0
Premier_League,1998-1999,Middlesbrough,Chelsea,0.0,0.0
Premier_League,1998-1999,Charlton,Leeds,1.0,1.0
Premier_League,1998-1999,Coventry,Middlesbrough,1.0,2.0
Premier_League,1998-1999,Liverpool,Aston Villa,0.0,1.0
Premier_League,1998-1999,Man United,Sheffield Weds,3.0,0.0
Premier_League,1998-1999,Newcastle,Everton,1.0,3.0
Premier_League,1998-1999,Nott'm Forest,Tottenham,0.0,1.0
Premier_League,1998-1999,Southampton,Blackburn,3.0,3.0
Premier_League,1998-1999,West Ham,Derby,5.0,1.0
Premier_League,1998-1999,Chelsea,Leicester,2.0,2.0
Premier_League,1998-1999,Arsenal,Wimbledon,5.0,1.0
Premier_League,1998-1999,Charlton,Tottenham,1.0,4.0
Premier_League,1998-1999,Liverpool,Leicester,0.0,1.0
Premier_League,1998-1999,Sheffield Weds,Newcastle,1.0,1.0
Premier_League,1998-1999,Aston Villa,Nott'm Forest,2.0,0.0
Premier_League,1998-1999,Blackburn,Liverpool,1.0,3.0
Premier_League,1998-1999,Derby,Southampton,0.0,0.0
Premier_League,1998-1999,Everton,Charlton,4.0,1.0
Premier_League,1998-1999,Leicester,Coventry,1.0,0.0
Premier_League,1998-1999,Middlesbrough,Arsenal,1.0,6.0
Premier_League,1998-1999,Tottenham,West Ham,1.0,2.0
Premier_League,1998-1999,Wimbledon,Newcastle,1.0,1.0
Premier_League,1998-1999,Leeds,Man United,1.0,1.0
Premier_League,1998-1999,Sheffield Weds,Chelsea,0.0,0.0
Premier_League,1998-1999,Charlton,Blackburn,0.0,0.0
Premier_League,1998-1999,Chelsea,Everton,3.0,1.0
Premier_League,1998-1999,Coventry,Wimbledon,2.0,1.0
Premier_League,1998-1999,Liverpool,Tottenham,3.0,2.0
Premier_League,1998-1999,Man United,Aston Villa,2.0,1.0
Premier_League,1998-1999,Newcastle,Middlesbrough,1.0,1.0
Premier_League,1998-1999,Nott'm Forest,Sheffield Weds,2.0,0.0
Premier_League,1998-1999,Southampton,Leicester,2.0,1.0
Premier_League,1998-1999,West Ham,Leeds,1.0,5.0
Premier_League,1998-1999,Arsenal,Derby,1.0,0.0
Premier_League,1998-1999,Chelsea,Leeds,1.0,0.0
Premier_League,1998-1999,Leicester,Derby,1.0,2.0
Premier_League,1998-1999,Liverpool,Man United,2.0,2.0
Premier_League,1998-1999,Tottenham,Arsenal,1.0,3.0
Premier_League,1998-1999,Aston Villa,Charlton,3.0,4.0
Premier_League,1998-1999,Blackburn,Nott'm Forest,1.0,2.0
Premier_League,1998-1999,Derby,Coventry,0.0,0.0
Premier_League,1998-1999,Everton,West Ham,6.0,0.0
Premier_League,1998-1999,Leicester,Newcastle,2.0,0.0
Premier_League,1998-1999,Sheffield Weds,Liverpool,1.0,0.0
Premier_League,1998-1999,Wimbledon,Southampton,0.0,2.0
Premier_League,1998-1999,Middlesbrough,Man United,0.0,1.0
Premier_League,1998-1999,Tottenham,Chelsea,2.0,2.0
Premier_League,1998-1999,Leeds,Arsenal,1.0,0.0
Premier_League,1998-1999,Blackburn,Man United,0.0,0.0
Premier_League,1998-1999,Arsenal,Aston Villa,1.0,0.0
Premier_League,1998-1999,Charlton,Sheffield Weds,0.0,1.0
Premier_League,1998-1999,Chelsea,Derby,2.0,1.0
Premier_League,1998-1999,Coventry,Leeds,2.0,2.0
Premier_League,1998-1999,Liverpool,Wimbledon,3.0,0.0
Premier_League,1998-1999,Man United,Tottenham,2.0,1.0
Premier_League,1998-1999,Newcastle,Blackburn,1.0,1.0
Premier_League,1998-1999,Nott'm Forest,Leicester,1.0,0.0
Premier_League,1998-1999,Southampton,Everton,2.0,0.0
Premier_League,1998-1999,West Ham,Middlesbrough,4.0,0.0
Championship,1998-1999,Barnsley,West Brom,2.0,2.0
Championship,1998-1999,Bradford,Stockport,1.0,2.0
Championship,1998-1999,Bristol City,Oxford,2.0,2.0
Championship,1998-1999,Bury,Huddersfield,1.0,0.0
Championship,1998-1999,Crystal Palace,Bolton,2.0,2.0
Championship,1998-1999,Norwich,Crewe,2.0,1.0
Championship,1998-1999,Port Vale,Birmingham,0.0,2.0
Championship,1998-1999,Portsmouth,Watford,1.0,2.0
Championship,1998-1999,Sheffield United,Swindon,2.0,1.0
Championship,1998-1999,Sunderland,QPR,1.0,0.0
Championship,1998-1999,Wolves,Tranmere,2.0,0.0
Championship,1998-1999,Grimsby,Ipswich,0.0,0.0
Championship,1998-1999,Bolton,Grimsby,2.0,0.0
Championship,1998-1999,Crewe,Barnsley,3.0,1.0
Championship,1998-1999,Huddersfield,Port Vale,2.0,1.0
Championship,1998-1999,Ipswich,Bury,0.0,0.0
Championship,1998-1999,Oxford,Wolves,0.0,2.0
Championship,1998-1999,QPR,Bristol City,1.0,1.0
Championship,1998-1999,Stockport,Norwich,0.0,2.0
Championship,1998-1999,Swindon,Sunderland,1.0,1.0
Championship,1998-1999,Tranmere,Portsmouth,1.0,1.0
Championship,1998-1999,Watford,Bradford,1.0,0.0
Championship,1998-1999,West Brom,Sheffield United,4.0,1.0
Championship,1998-1999,Birmingham,Crystal Palace,3.0,1.0
Championship,1998-1999,Barnsley,Stockport,1.0,1.0
Championship,1998-1999,Bristol City,Watford,1.0,4.0
Championship,1998-1999,Bury,Crewe,1.0,0.0
Championship,1998-1999,Crystal Palace,Oxford,2.0,0.0
Championship,1998-1999,Grimsby,Huddersfield,1.0,0.0
Championship,1998-1999,Norwich,QPR,4.0,2.0
Championship,1998-1999,Port Vale,West Brom,0.0,3.0
Championship,1998-1999,Portsmouth,Ipswich,0.0,0.0
Championship,1998-1999,Sheffield United,Birmingham,0.0,2.0
Championship,1998-1999,Sunderland,Tranmere,5.0,0.0
Championship,1998-1999,Wolves,Swindon,1.0,0.0
Championship,1998-1999,Bradford,Bolton,2.0,2.0
Championship,1998-1999,Sunderland,Watford,4.0,1.0
Championship,1998-1999,Crewe,Bradford,2.0,1.0
Championship,1998-1999,Watford,Wolves,0.0,2.0
Championship,1998-1999,Birmingham,Barnsley,0.0,0.0
Championship,1998-1999,Bolton,Sheffield United,2.0,2.0
Championship,1998-1999,Huddersfield,Portsmouth,3.0,3.0
Championship,1998-1999,Ipswich,Sunderland,0.0,2.0
Championship,1998-1999,Oxford,Grimsby,0.0,0.0
Championship,1998-1999,QPR,Bury,0.0,0.0
Championship,1998-1999,Stockport,Crystal Palace,1.0,1.0
Championship,1998-1999,Swindon,Port Vale,1.0,1.0
Championship,1998-1999,Tranmere,Bristol City,1.0,1.0
Championship,1998-1999,West Brom,Norwich,2.0,0.0
Championship,1998-1999,Barnsley,Oxford,1.0,0.0
Championship,1998-1999,Bradford,Birmingham,2.0,1.0
Championship,1998-1999,Bristol City,Huddersfield,1.0,2.0
Championship,1998-1999,Bury,Swindon,3.0,0.0
Championship,1998-1999,Grimsby,West Brom,5.0,1.0
Championship,1998-1999,Port Vale,Ipswich,0.0,3.0
Championship,1998-1999,Portsmouth,QPR,3.0,0.0
Championship,1998-1999,Sheffield United,Crewe,3.0,1.0
Championship,1998-1999,Wolves,Stockport,2.0,2.0
Championship,1998-1999,Birmingham,Bury,1.0,0.0
Championship,1998-1999,Huddersfield,Sheffield United,1.0,0.0
Championship,1998-1999,Stockport,Grimsby,2.0,0.0
Championship,1998-1999,Swindon,Bristol City,3.0,2.0
Championship,1998-1999,Oxford,Portsmouth,3.0,0.0
Championship,1998-1999,Barnsley,Norwich,1.0,3.0
Championship,1998-1999,Birmingham,Stockport,2.0,0.0
Championship,1998-1999,Bury,Portsmouth,2.0,1.0
Championship,1998-1999,Crewe,Crystal Palace,0.0,1.0
Championship,1998-1999,Huddersfield,Watford,2.0,0.0
Championship,1998-1999,Ipswich,Bradford,3.0,0.0
Championship,1998-1999,Port Vale,Wolves,2.0,1.0
Championship,1998-1999,QPR,Tranmere,0.0,0.0
Championship,1998-1999,Sheffield United,Grimsby,3.0,2.0
Championship,1998-1999,Sunderland,Bristol City,1.0,1.0
Championship,1998-1999,West Brom,Bolton,2.0,3.0
Championship,1998-1999,Swindon,Oxford,4.0,1.0
Championship,1998-1999,Tranmere,Huddersfield,2.0,3.0
Championship,1998-1999,Bolton,Birmingham,3.0,1.0
Championship,1998-1999,Bradford,Sheffield United,2.0,2.0
Championship,1998-1999,Crystal Palace,Port Vale,0.0,1.0
Championship,1998-1999,Grimsby,Barnsley,1.0,2.0
Championship,1998-1999,Oxford,Ipswich,3.0,3.0
Championship,1998-1999,Portsmouth,Swindon,5.0,2.0
Championship,1998-1999,Stockport,Crewe,1.0,1.0
Championship,1998-1999,Watford,QPR,2.0,1.0
Championship,1998-1999,Wolves,Sunderland,1.0,1.0
Championship,1998-1999,Bristol City,West Brom,1.0,3.0
Championship,1998-1999,Norwich,Bury,0.0,0.0
Championship,1998-1999,Barnsley,Crystal Palace,4.0,0.0
Championship,1998-1999,Birmingham,Grimsby,0.0,1.0
Championship,1998-1999,Bury,Tranmere,0.0,0.0
Championship,1998-1999,Crewe,Bolton,4.0,4.0
Championship,1998-1999,Huddersfield,Wolves,2.0,1.0
Championship,1998-1999,Ipswich,Bristol City,3.0,1.0
Championship,1998-1999,Port Vale,Portsmouth,0.0,2.0
Championship,1998-1999,QPR,Stockport,2.0,0.0
Championship,1998-1999,Sheffield United,Norwich,2.0,1.0
Championship,1998-1999,Sunderland,Oxford,7.0,0.0
Championship,1998-1999,Swindon,Watford,1.0,4.0
Championship,1998-1999,West Brom,Bradford,0.0,2.0
Championship,1998-1999,Tranmere,Swindon,0.0,0.0
Championship,1998-1999,Bolton,Huddersfield,3.0,0.0
Championship,1998-1999,Bradford,Barnsley,2.0,1.0
Championship,1998-1999,Bristol City,Crewe,5.0,2.0
Championship,1998-1999,Grimsby,Port Vale,2.0,2.0
Championship,1998-1999,Norwich,Birmingham,2.0,0.0
Championship,1998-1999,Oxford,QPR,4.0,1.0
Championship,1998-1999,Portsmouth,Sunderland,1.0,1.0
Championship,1998-1999,Stockport,West Brom,2.0,2.0
Championship,1998-1999,Watford,Ipswich,1.0,0.0
Championship,1998-1999,Wolves,Bury,1.0,0.0
Championship,1998-1999,Crystal Palace,Sheffield United,1.0,0.0
Championship,1998-1999,Bolton,Swindon,2.0,1.0
Championship,1998-1999,Bradford,Port Vale,4.0,0.0
Championship,1998-1999,Bristol City,Barnsley,1.0,1.0
Championship,1998-1999,Grimsby,Crewe,1.0,1.0
Championship,1998-1999,Norwich,Sunderland,2.0,2.0
Championship,1998-1999,Oxford,West Brom,3.0,0.0
Championship,1998-1999,Portsmouth,Birmingham,0.0,1.0
Championship,1998-1999,Stockport,Huddersfield,1.0,1.0
Championship,1998-1999,Tranmere,Ipswich,0.0,2.0
Championship,1998-1999,Watford,Sheffield United,1.0,1.0
Championship,1998-1999,Wolves,QPR,1.0,2.0
Championship,1998-1999,Crystal Palace,Bury,4.0,2.0
Championship,1998-1999,Barnsley,Bolton,2.0,2.0
Championship,1998-1999,Birmingham,Tranmere,2.0,2.0
Championship,1998-1999,Bury,Bristol City,0.0,1.0
Championship,1998-1999,Crewe,Wolves,0.0,0.0
Championship,1998-1999,Huddersfield,Oxford,2.0,0.0
Championship,1998-1999,Ipswich,Crystal Palace,3.0,0.0
Championship,1998-1999,Port Vale,Norwich,1.0,0.0
Championship,1998-1999,QPR,Grimsby,1.0,2.0
Championship,1998-1999,Sheffield United,Portsmouth,2.0,1.0
Championship,1998-1999,Sunderland,Bradford,0.0,0.0
Championship,1998-1999,Swindon,Stockport,2.0,3.0
Championship,1998-1999,West Brom,Watford,4.0,1.0
Championship,1998-1999,Bradford,Bury,3.0,0.0
Championship,1998-1999,Swindon,Huddersfield,3.0,0.0
Championship,1998-1999,Bristol City,Portsmouth,2.0,2.0
Championship,1998-1999,Oxford,Tranmere,1.0,2.0
Championship,1998-1999,Watford,Birmingham,1.0,1.0
Championship,1998-1999,Barnsley,Port Vale,0.0,2.0
Championship,1998-1999,Birmingham,Crewe,3.0,1.0
Championship,1998-1999,Bolton,Oxford,1.0,1.0
Championship,1998-1999,Bury,Stockport,1.0,1.0
Championship,1998-1999,Crystal Palace,Norwich,5.0,1.0
Championship,1998-1999,Grimsby,Bradford,2.0,0.0
Championship,1998-1999,Huddersfield,QPR,2.0,0.0
Championship,1998-1999,Ipswich,Swindon,1.0,0.0
Championship,1998-1999,Port Vale,Bristol City,3.0,2.0
Championship,1998-1999,Portsmouth,Wolves,1.0,0.0
Championship,1998-1999,Sheffield United,Barnsley,1.0,1.0
Championship,1998-1999,Tranmere,Watford,3.0,2.0
Championship,1998-1999,West Brom,Sunderland,2.0,3.0
Championship,1998-1999,Birmingham,Swindon,1.0,1.0
Championship,1998-1999,Bolton,Watford,1.0,2.0
Championship,1998-1999,Bury,Oxford,1.0,0.0
Championship,1998-1999,Crystal Palace,Wolves,3.0,2.0
Championship,1998-1999,Grimsby,Bristol City,2.0,1.0
Championship,1998-1999,Ipswich,Norwich,0.0,1.0
Championship,1998-1999,Port Vale,Crewe,1.0,0.0
Championship,1998-1999,Portsmouth,Bradford,2.0,4.0
Championship,1998-1999,Sheffield United,Stockport,1.0,1.0
Championship,1998-1999,Tranmere,Barnsley,3.0,0.0
Championship,1998-1999,Huddersfield,Sunderland,1.0,1.0
Championship,1998-1999,West Brom,QPR,2.0,0.0
Championship,1998-1999,Bristol City,Bolton,2.0,1.0
Championship,1998-1999,Barnsley,Portsmouth,2.0,1.0
Championship,1998-1999,Crewe,Tranmere,1.0,4.0
Championship,1998-1999,Norwich,Huddersfield,4.0,1.0
Championship,1998-1999,Oxford,Sheffield United,0.0,2.0
Championship,1998-1999,Stockport,Ipswich,0.0,1.0
Championship,1998-1999,Sunderland,Bury,1.0,0.0
Championship,1998-1999,Swindon,West Brom,2.0,2.0
Championship,1998-1999,Watford,Port Vale,2.0,2.0
Championship,1998-1999,Wolves,Grimsby,2.0,0.0
Championship,1998-1999,QPR,Birmingham,0.0,1.0
Championship,1998-1999,Birmingham,Huddersfield,1.0,1.0
Championship,1998-1999,Bradford,Bristol City,5.0,0.0
Championship,1998-1999,Bury,Watford,1.0,3.0
Championship,1998-1999,Grimsby,Crystal Palace,2.0,0.0
Championship,1998-1999,Ipswich,West Brom,2.0,0.0
Championship,1998-1999,Oxford,Crewe,1.0,1.0
Championship,1998-1999,Port Vale,Sheffield United,2.0,3.0
Championship,1998-1999,Swindon,QPR,3.0,1.0
Championship,1998-1999,Tranmere,Stockport,1.0,1.0
Championship,1998-1999,Wolves,Barnsley,1.0,1.0
Championship,1998-1999,Bolton,Sunderland,0.0,3.0
Championship,1998-1999,Crewe,Sunderland,1.0,4.0
Championship,1998-1999,Ipswich,Wolves,2.0,0.0
Championship,1998-1999,Watford,Norwich,1.0,1.0
Championship,1998-1999,West Brom,Crystal Palace,3.0,2.0
Championship,1998-1999,Bolton,Port Vale,3.0,1.0
Championship,1998-1999,QPR,Barnsley,2.0,1.0
Championship,1998-1999,Barnsley,Bury,1.0,1.0
Championship,1998-1999,Bristol City,Wolves,1.0,6.0
Championship,1998-1999,Crewe,Swindon,0.0,2.0
Championship,1998-1999,Crystal Palace,Portsmouth,4.0,1.0
Championship,1998-1999,Huddersfield,Ipswich,2.0,2.0
Championship,1998-1999,Norwich,Bradford,2.0,2.0
Championship,1998-1999,QPR,Bolton,2.0,0.0
Championship,1998-1999,Sheffield United,Tranmere,2.0,2.0
Championship,1998-1999,Sunderland,Grimsby,3.0,1.0
Championship,1998-1999,Watford,Oxford,2.0,0.0
Championship,1998-1999,West Brom,Birmingham,1.0,3.0
Championship,1998-1999,Stockport,Port Vale,4.0,2.0
Championship,1998-1999,Portsmouth,Norwich,1.0,2.0
Championship,1998-1999,Tranmere,Bradford,0.0,1.0
Championship,1998-1999,Wolves,Sheffield United,2.0,1.0
Championship,1998-1999,Barnsley,Ipswich,0.0,1.0
Championship,1998-1999,Birmingham,Oxford,0.0,1.0
Championship,1998-1999,Bolton,Tranmere,2.0,2.0
Championship,1998-1999,Bradford,Swindon,3.0,0.0
Championship,1998-1999,Crewe,QPR,0.0,2.0
Championship,1998-1999,Crystal Palace,Bristol City,2.0,1.0
Championship,1998-1999,Grimsby,Portsmouth,1.0,1.0
Championship,1998-1999,Norwich,Wolves,0.0,0.0
Championship,1998-1999,Port Vale,Sunderland,0.0,2.0
Championship,1998-1999,Sheffield United,Bury,3.0,1.0
Championship,1998-1999,Stockport,Watford,1.0,1.0
Championship,1998-1999,West Brom,Huddersfield,3.0,1.0
Championship,1998-1999,Bristol City,Stockport,1.0,1.0
Championship,1998-1999,Bury,Grimsby,1.0,0.0
Championship,1998-1999,Huddersfield,Bradford,2.0,1.0
Championship,1998-1999,Ipswich,Bolton,0.0,1.0
Championship,1998-1999,Oxford,Port Vale,2.0,1.0
Championship,1998-1999,Portsmouth,West Brom,2.0,1.0
Championship,1998-1999,QPR,Sheffield United,1.0,2.0
Championship,1998-1999,Sunderland,Barnsley,2.0,3.0
Championship,1998-1999,Swindon,Crystal Palace,2.0,0.0
Championship,1998-1999,Tranmere,Norwich,1.0,3.0
Championship,1998-1999,Watford,Crewe,4.0,2.0
Championship,1998-1999,Wolves,Birmingham,3.0,1.0
Championship,1998-1999,Stockport,Bolton,0.0,1.0
Championship,1998-1999,Barnsley,Huddersfield,7.0,1.0
Championship,1998-1999,Birmingham,Bristol City,4.0,2.0
Championship,1998-1999,Bolton,Bury,4.0,0.0
Championship,1998-1999,Bradford,QPR,0.0,3.0
Championship,1998-1999,Crewe,Ipswich,0.0,3.0
Championship,1998-1999,Crystal Palace,Watford,2.0,2.0
Championship,1998-1999,Grimsby,Swindon,1.0,0.0
Championship,1998-1999,Port Vale,Tranmere,2.0,2.0
Championship,1998-1999,Sheffield United,Sunderland,0.0,4.0
Championship,1998-1999,Stockport,Portsmouth,2.0,0.0
Championship,1998-1999,Norwich,Oxford,1.0,3.0
Championship,1998-1999,West Brom,Wolves,2.0,0.0
Championship,1998-1999,Norwich,Grimsby,3.0,1.0
Championship,1998-1999,QPR,Ipswich,1.0,1.0
Championship,1998-1999,Bristol City,Sheffield United,2.0,0.0
Championship,1998-1999,Bury,West Brom,2.0,0.0
Championship,1998-1999,Huddersfield,Crystal Palace,4.0,0.0
Championship,1998-1999,Ipswich,Birmingham,1.0,0.0
Championship,1998-1999,Oxford,Bradford,0.0,1.0
Championship,1998-1999,Portsmouth,Crewe,2.0,0.0
Championship,1998-1999,QPR,Port Vale,3.0,2.0
Championship,1998-1999,Sunderland,Stockport,1.0,0.0
Championship,1998-1999,Swindon,Norwich,1.0,1.0
Championship,1998-1999,Tranmere,Grimsby,1.0,2.0
Championship,1998-1999,Watford,Barnsley,0.0,0.0
Championship,1998-1999,Wolves,Bolton,1.0,1.0
Championship,1998-1999,Crewe,West Brom,1.0,1.0
Championship,1998-1999,Crystal Palace,Tranmere,1.0,1.0
Championship,1998-1999,Bury,Sheffield United,3.0,3.0
Championship,1998-1999,Bristol City,Crystal Palace,1.0,1.0
Championship,1998-1999,Huddersfield,West Brom,0.0,3.0
Championship,1998-1999,Ipswich,Barnsley,0.0,2.0
Championship,1998-1999,Oxford,Birmingham,1.0,7.0
Championship,1998-1999,QPR,Crewe,0.0,1.0
Championship,1998-1999,Sunderland,Port Vale,2.0,0.0
Championship,1998-1999,Swindon,Bradford,1.0,4.0
Championship,1998-1999,Tranmere,Bolton,1.0,1.0
Championship,1998-1999,Watford,Stockport,4.0,2.0
Championship,1998-1999,Wolves,Norwich,2.0,2.0
Championship,1998-1999,Portsmouth,Grimsby,0.0,1.0
Championship,1998-1999,Sunderland,Crystal Palace,2.0,0.0
Championship,1998-1999,Barnsley,Swindon,1.0,3.0
Championship,1998-1999,Birmingham,Sunderland,0.0,0.0
Championship,1998-1999,Bolton,Portsmouth,3.0,1.0
Championship,1998-1999,Bradford,Wolves,2.0,1.0
Championship,1998-1999,Crewe,Huddersfield,1.0,2.0
Championship,1998-1999,Crystal Palace,QPR,1.0,1.0
Championship,1998-1999,Grimsby,Watford,2.0,1.0
Championship,1998-1999,Norwich,Bristol City,2.0,1.0
Championship,1998-1999,Port Vale,Bury,1.0,0.0
Championship,1998-1999,Stockport,Oxford,2.0,0.0
Championship,1998-1999,West Brom,Tranmere,0.0,2.0
Championship,1998-1999,Sheffield United,Ipswich,1.0,2.0
Championship,1998-1999,Birmingham,Sheffield United,1.0,0.0
Championship,1998-1999,Bolton,Bradford,0.0,0.0
Championship,1998-1999,Crewe,Bury,3.0,1.0
Championship,1998-1999,Huddersfield,Grimsby,2.0,0.0
Championship,1998-1999,Ipswich,Portsmouth,3.0,0.0
Championship,1998-1999,Oxford,Crystal Palace,1.0,3.0
Championship,1998-1999,QPR,Norwich,2.0,0.0
Championship,1998-1999,Stockport,Barnsley,0.0,1.0
Championship,1998-1999,Swindon,Wolves,1.0,0.0
Championship,1998-1999,Tranmere,Sunderland,1.0,0.0
Championship,1998-1999,Watford,Bristol City,1.0,0.0
Championship,1998-1999,West Brom,Port Vale,3.0,2.0
Championship,1998-1999,Barnsley,QPR,1.0,0.0
Championship,1998-1999,Bradford,Tranmere,2.0,0.0
Championship,1998-1999,Bristol City,Swindon,3.0,1.0
Championship,1998-1999,Bury,Birmingham,2.0,4.0
Championship,1998-1999,Crystal Palace,West Brom,1.0,1.0
Championship,1998-1999,Grimsby,Stockport,1.0,0.0
Championship,1998-1999,Port Vale,Bolton,0.0,2.0
Championship,1998-1999,Portsmouth,Oxford,2.0,2.0
Championship,1998-1999,Sheffield United,Huddersfield,2.0,1.0
Championship,1998-1999,Sunderland,Crewe,2.0,0.0
Championship,1998-1999,Wolves,Ipswich,1.0,0.0
Championship,1998-1999,Norwich,Watford,1.0,1.0
Championship,1998-1999,Tranmere,Wolves,1.0,2.0
Championship,1998-1999,Birmingham,Port Vale,1.0,0.0
Championship,1998-1999,Crewe,Norwich,3.0,2.0
Championship,1998-1999,Huddersfield,Bury,2.0,2.0
Championship,1998-1999,Ipswich,Grimsby,0.0,1.0
Championship,1998-1999,Oxford,Bristol City,0.0,0.0
Championship,1998-1999,QPR,Sunderland,2.0,2.0
Championship,1998-1999,Stockport,Bradford,1.0,2.0
Championship,1998-1999,Swindon,Sheffield United,2.0,2.0
Championship,1998-1999,Watford,Portsmouth,0.0,0.0
Championship,1998-1999,West Brom,Barnsley,2.0,0.0
Championship,1998-1999,Bolton,Crystal Palace,3.0,0.0
Championship,1998-1999,Barnsley,Birmingham,0.0,0.0
Championship,1998-1999,Bradford,Crewe,4.0,1.0
Championship,1998-1999,Bristol City,Tranmere,1.0,1.0
Championship,1998-1999,Bury,QPR,1.0,1.0
Championship,1998-1999,Crystal Palace,Stockport,2.0,2.0
Championship,1998-1999,Grimsby,Oxford,1.0,0.0
Championship,1998-1999,Norwich,West Brom,1.0,1.0
Championship,1998-1999,Port Vale,Swindon,0.0,1.0
Championship,1998-1999,Portsmouth,Huddersfield,1.0,0.0
Championship,1998-1999,Sheffield United,Bolton,1.0,2.0
Championship,1998-1999,Wolves,Watford,0.0,0.0
Championship,1998-1999,Sunderland,Ipswich,2.0,1.0
Championship,1998-1999,Bradford,Crystal Palace,2.0,1.0
Championship,1998-1999,Watford,West Brom,0.0,2.0
Championship,1998-1999,Bolton,Norwich,2.0,0.0
Championship,1998-1999,Crewe,Sheffield United,1.0,2.0
Championship,1998-1999,Huddersfield,Bristol City,2.0,2.0
Championship,1998-1999,Ipswich,Port Vale,1.0,0.0
Championship,1998-1999,Oxford,Barnsley,1.0,0.0
Championship,1998-1999,QPR,Portsmouth,1.0,1.0
Championship,1998-1999,Stockport,Wolves,1.0,2.0
Championship,1998-1999,Swindon,Bury,1.0,1.0
Championship,1998-1999,Tranmere,Crystal Palace,3.0,1.0
Championship,1998-1999,Watford,Sunderland,2.0,1.0
Championship,1998-1999,West Brom,Grimsby,1.0,1.0
Championship,1998-1999,Birmingham,Bradford,2.0,1.0
Championship,1998-1999,Bristol City,QPR,0.0,0.0
Championship,1998-1999,Barnsley,Crewe,2.0,2.0
Championship,1998-1999,Bradford,Watford,2.0,0.0
Championship,1998-1999,Bury,Ipswich,0.0,3.0
Championship,1998-1999,Crystal Palace,Birmingham,1.0,1.0
Championship,1998-1999,Grimsby,Bolton,0.0,1.0
Championship,1998-1999,Norwich,Stockport,0.0,2.0
Championship,1998-1999,Port Vale,Huddersfield,2.0,0.0
