division,season,home_team,away_team,home_goals,away_goals
Premier_League,1993-1994,Arsenal,Coventry,0.0,3.0
Premier_League,1993-1994,Aston Villa,QPR,4.0,1.0
Premier_League,1993-1994,Chelsea,Blackburn,1.0,2.0
Premier_League,1993-1994,Liverpool,Sheffield Weds,2.0,0.0
Premier_League,1993-1994,Man City,Leeds,1.0,1.0
Premier_League,1993-1994,Newcastle,Tottenham,0.0,1.0
Premier_League,1993-1994,Oldham,Ipswich,0.0,3.0
Premier_League,1993-1994,Sheffield United,Swindon,3.0,1.0
Premier_League,1993-1994,Southampton,Everton,0.0,2.0
Premier_League,1993-1994,West Ham,Wimbledon,0.0,2.0
Premier_League,1993-1994,Norwich,Man United,0.0,2.0
Premier_League,1993-1994,Tottenham,Arsenal,0.0,1.0
Premier_League,1993-1994,Everton,Man City,1.0,0.0
Premier_League,1993-1994,Ipswich,Southampton,1.0,0.0
Premier_League,1993-1994,Leeds,West Ham,1.0,0.0
Premier_League,1993-1994,Wimbledon,Chelsea,1.0,1.0
Premier_League,1993-1994,Blackburn,Norwich,2.0,3.0
Premier_League,1993-1994,Coventry,Newcastle,2.0,1.0
Premier_League,1993-1994,Man United,Sheffield United,3.0,0.0
Premier_League,1993-1994,QPR,Liverpool,1.0,3.0
Premier_League,1993-1994,Sheffield Weds,Aston Villa,0.0,0.0
Premier_League,1993-1994,Swindon,Oldham,0.0,1.0
Premier_League,1993-1994,Blackburn,Oldham,1.0,0.0
Premier_League,1993-1994,Coventry,West Ham,1.0,1.0
Premier_League,1993-1994,Everton,Sheffield United,4.0,2.0
Premier_League,1993-1994,Ipswich,Chelsea,1.0,0.0
Premier_League,1993-1994,Leeds,Norwich,0.0,4.0
Premier_League,1993-1994,Man United,Newcastle,1.0,1.0
Premier_League,1993-1994,QPR,Southampton,2.0,1.0
Premier_League,1993-1994,Sheffield Weds,Arsenal,0.0,1.0
Premier_League,1993-1994,Tottenham,Man City,1.0,0.0
Premier_League,1993-1994,Wimbledon,Aston Villa,2.0,2.0
Premier_League,1993-1994,Swindon,Liverpool,0.0,5.0
Premier_League,1993-1994,Aston Villa,Man United,1.0,2.0
Premier_League,1993-1994,Arsenal,Leeds,2.0,1.0
Premier_League,1993-1994,Man City,Blackburn,0.0,2.0
Premier_League,1993-1994,Oldham,Coventry,3.0,3.0
Premier_League,1993-1994,Sheffield United,Wimbledon,2.0,1.0
Premier_League,1993-1994,Chelsea,QPR,2.0,0.0
Premier_League,1993-1994,Liverpool,Tottenham,1.0,2.0
Premier_League,1993-1994,Newcastle,Everton,1.0,0.0
Premier_League,1993-1994,Norwich,Ipswich,1.0,0.0
Premier_League,1993-1994,Southampton,Swindon,5.0,1.0
Premier_League,1993-1994,West Ham,Sheffield Weds,2.0,0.0
Premier_League,1993-1994,Man City,Coventry,1.0,1.0
Premier_League,1993-1994,Arsenal,Everton,2.0,0.0
Premier_League,1993-1994,Aston Villa,Tottenham,1.0,0.0
Premier_League,1993-1994,Chelsea,Sheffield Weds,1.0,1.0
Premier_League,1993-1994,Liverpool,Leeds,2.0,0.0
Premier_League,1993-1994,Norwich,Swindon,0.0,0.0
Premier_League,1993-1994,Oldham,Wimbledon,1.0,1.0
Premier_League,1993-1994,Sheffield United,Ipswich,1.0,1.0
Premier_League,1993-1994,Southampton,Man United,1.0,3.0
Premier_League,1993-1994,West Ham,QPR,0.0,4.0
Premier_League,1993-1994,Newcastle,Blackburn,1.0,1.0
Premier_League,1993-1994,Leeds,Oldham,1.0,0.0
Premier_League,1993-1994,Everton,Aston Villa,0.0,1.0
Premier_League,1993-1994,Ipswich,Newcastle,1.0,1.0
Premier_League,1993-1994,Wimbledon,Southampton,1.0,0.0
Premier_League,1993-1994,Blackburn,Arsenal,1.0,1.0
Premier_League,1993-1994,Coventry,Liverpool,1.0,0.0
Premier_League,1993-1994,Man United,West Ham,3.0,0.0
Premier_League,1993-1994,QPR,Sheffield United,2.0,1.0
Premier_League,1993-1994,Sheffield Weds,Norwich,3.0,3.0
Premier_League,1993-1994,Swindon,Man City,1.0,3.0
Premier_League,1993-1994,Tottenham,Chelsea,1.0,1.0
Premier_League,1993-1994,Arsenal,Ipswich,4.0,0.0
Premier_League,1993-1994,Aston Villa,Coventry,0.0,0.0
Premier_League,1993-1994,Chelsea,Man United,1.0,0.0
Premier_League,1993-1994,Man City,QPR,3.0,0.0
Premier_League,1993-1994,Norwich,Wimbledon,0.0,1.0
Premier_League,1993-1994,Oldham,Everton,0.0,1.0
Premier_League,1993-1994,Sheffield United,Tottenham,2.0,2.0
Premier_League,1993-1994,Southampton,Leeds,0.0,2.0
Premier_League,1993-1994,West Ham,Swindon,0.0,0.0
Premier_League,1993-1994,Liverpool,Blackburn,0.0,1.0
Premier_League,1993-1994,Newcastle,Sheffield Weds,4.0,2.0
Premier_League,1993-1994,Blackburn,West Ham,0.0,2.0
Premier_League,1993-1994,Coventry,Chelsea,1.0,1.0
Premier_League,1993-1994,Everton,Liverpool,2.0,0.0
Premier_League,1993-1994,Ipswich,Aston Villa,1.0,2.0
Premier_League,1993-1994,Leeds,Sheffield United,2.0,1.0
Premier_League,1993-1994,QPR,Norwich,2.0,2.0
Premier_League,1993-1994,Sheffield Weds,Southampton,2.0,0.0
Premier_League,1993-1994,Swindon,Newcastle,2.0,2.0
Premier_League,1993-1994,Tottenham,Oldham,5.0,0.0
Premier_League,1993-1994,Man United,Arsenal,1.0,0.0
Premier_League,1993-1994,Wimbledon,Man City,1.0,0.0
Premier_League,1993-1994,Arsenal,Southampton,1.0,0.0
Premier_League,1993-1994,Blackburn,Sheffield Weds,1.0,1.0
Premier_League,1993-1994,Chelsea,Liverpool,1.0,0.0
Premier_League,1993-1994,Coventry,Leeds,0.0,2.0
Premier_League,1993-1994,Everton,Norwich,1.0,5.0
Premier_League,1993-1994,Man United,Swindon,4.0,2.0
Premier_League,1993-1994,Newcastle,West Ham,2.0,0.0
Premier_League,1993-1994,Oldham,Aston Villa,1.0,1.0
Premier_League,1993-1994,Sheffield United,Man City,0.0,1.0
Premier_League,1993-1994,Ipswich,Tottenham,2.0,2.0
Premier_League,1993-1994,Wimbledon,QPR,1.0,1.0
Premier_League,1993-1994,Aston Villa,Newcastle,0.0,2.0
Premier_League,1993-1994,Leeds,Wimbledon,4.0,0.0
Premier_League,1993-1994,Liverpool,Arsenal,0.0,0.0
Premier_League,1993-1994,Norwich,Coventry,1.0,0.0
Premier_League,1993-1994,QPR,Ipswich,3.0,0.0
Premier_League,1993-1994,Sheffield Weds,Man United,2.0,3.0
Premier_League,1993-1994,Southampton,Sheffield United,3.0,3.0
Premier_League,1993-1994,Swindon,Blackburn,1.0,3.0
Premier_League,1993-1994,West Ham,Chelsea,1.0,0.0
Premier_League,1993-1994,Tottenham,Everton,3.0,2.0
Premier_League,1993-1994,Man City,Oldham,1.0,1.0
Premier_League,1993-1994,Arsenal,Man City,0.0,0.0
Premier_League,1993-1994,Chelsea,Norwich,1.0,2.0
Premier_League,1993-1994,Coventry,Southampton,1.0,1.0
Premier_League,1993-1994,Liverpool,Oldham,2.0,1.0
Premier_League,1993-1994,Man United,Tottenham,2.0,1.0
Premier_League,1993-1994,Newcastle,QPR,1.0,2.0
Premier_League,1993-1994,Sheffield Weds,Wimbledon,2.0,2.0
Premier_League,1993-1994,Swindon,Everton,1.0,1.0
Premier_League,1993-1994,West Ham,Aston Villa,0.0,0.0
Premier_League,1993-1994,Ipswich,Leeds,0.0,0.0
Premier_League,1993-1994,Blackburn,Sheffield United,0.0,0.0
Premier_League,1993-1994,Aston Villa,Chelsea,1.0,0.0
Premier_League,1993-1994,Everton,Man United,0.0,1.0
Premier_League,1993-1994,Leeds,Blackburn,3.0,3.0
Premier_League,1993-1994,Man City,Liverpool,1.0,1.0
Premier_League,1993-1994,Norwich,West Ham,0.0,0.0
Premier_League,1993-1994,Oldham,Arsenal,0.0,0.0
Premier_League,1993-1994,QPR,Coventry,5.0,1.0
Premier_League,1993-1994,Sheffield United,Sheffield Weds,1.0,1.0
Premier_League,1993-1994,Tottenham,Swindon,1.0,1.0
Premier_League,1993-1994,Southampton,Newcastle,2.0,1.0
Premier_League,1993-1994,Wimbledon,Ipswich,0.0,2.0
Premier_League,1993-1994,Arsenal,Norwich,0.0,0.0
Premier_League,1993-1994,Blackburn,Tottenham,1.0,0.0
Premier_League,1993-1994,Chelsea,Oldham,0.0,1.0
Premier_League,1993-1994,Ipswich,Everton,0.0,2.0
Premier_League,1993-1994,Liverpool,Southampton,4.0,2.0
Premier_League,1993-1994,Man United,QPR,2.0,1.0
Premier_League,1993-1994,Newcastle,Wimbledon,4.0,0.0
Premier_League,1993-1994,Sheffield Weds,Leeds,3.0,3.0
Premier_League,1993-1994,Swindon,Aston Villa,1.0,2.0
Premier_League,1993-1994,Coventry,Sheffield United,0.0,0.0
Premier_League,1993-1994,West Ham,Man City,3.0,1.0
Premier_League,1993-1994,Arsenal,Aston Villa,1.0,2.0
Premier_League,1993-1994,Coventry,Everton,2.0,1.0
Premier_League,1993-1994,Ipswich,Sheffield Weds,1.0,4.0
Premier_League,1993-1994,Leeds,Chelsea,4.0,1.0
Premier_League,1993-1994,Liverpool,West Ham,2.0,0.0
Premier_League,1993-1994,QPR,Blackburn,1.0,0.0
Premier_League,1993-1994,Sheffield United,Norwich,1.0,2.0
Premier_League,1993-1994,Southampton,Tottenham,1.0,0.0
Premier_League,1993-1994,Wimbledon,Swindon,3.0,0.0
Premier_League,1993-1994,Man City,Man United,2.0,3.0
Premier_League,1993-1994,Oldham,Newcastle,1.0,3.0
Premier_League,1993-1994,Aston Villa,Sheffield United,1.0,0.0
Premier_League,1993-1994,Blackburn,Southampton,2.0,0.0
Premier_League,1993-1994,Chelsea,Arsenal,0.0,2.0
Premier_League,1993-1994,Everton,QPR,0.0,3.0
Premier_League,1993-1994,Man United,Wimbledon,3.0,1.0
Premier_League,1993-1994,Norwich,Man City,1.0,1.0
Premier_League,1993-1994,Sheffield Weds,Coventry,0.0,0.0
Premier_League,1993-1994,Swindon,Ipswich,2.0,2.0
Premier_League,1993-1994,Tottenham,Leeds,1.0,1.0
Premier_League,1993-1994,West Ham,Oldham,2.0,0.0
Premier_League,1993-1994,Newcastle,Liverpool,3.0,0.0
Premier_League,1993-1994,Chelsea,Man City,0.0,0.0
Premier_League,1993-1994,Blackburn,Coventry,2.0,1.0
Premier_League,1993-1994,Everton,Leeds,1.0,1.0
Premier_League,1993-1994,Aston Villa,Southampton,0.0,2.0
Premier_League,1993-1994,Man United,Ipswich,0.0,0.0
Premier_League,1993-1994,Newcastle,Sheffield United,4.0,0.0
Premier_League,1993-1994,Sheffield Weds,Oldham,3.0,0.0
Premier_League,1993-1994,Swindon,QPR,1.0,0.0
Premier_League,1993-1994,Tottenham,Wimbledon,1.0,1.0
Premier_League,1993-1994,West Ham,Arsenal,0.0,0.0
Premier_League,1993-1994,Arsenal,Newcastle,2.0,1.0
Premier_League,1993-1994,Coventry,Man United,0.0,1.0
Premier_League,1993-1994,Ipswich,Blackburn,1.0,0.0
Premier_League,1993-1994,Leeds,Swindon,3.0,0.0
Premier_League,1993-1994,Man City,Sheffield Weds,1.0,3.0
Premier_League,1993-1994,Oldham,Norwich,2.0,1.0
Premier_League,1993-1994,QPR,Tottenham,1.0,1.0
Premier_League,1993-1994,Sheffield United,Chelsea,1.0,0.0
Premier_League,1993-1994,Wimbledon,Everton,1.0,1.0
Premier_League,1993-1994,Liverpool,Aston Villa,2.0,1.0
Premier_League,1993-1994,Southampton,West Ham,0.0,2.0
Premier_League,1993-1994,Coventry,Arsenal,1.0,0.0
Premier_League,1993-1994,Everton,Southampton,1.0,0.0
Premier_League,1993-1994,Ipswich,Oldham,0.0,0.0
Premier_League,1993-1994,Leeds,Man City,3.0,2.0
Premier_League,1993-1994,Man United,Norwich,2.0,2.0
Premier_League,1993-1994,QPR,Aston Villa,2.0,2.0
Premier_League,1993-1994,Sheffield Weds,Liverpool,3.0,1.0
Premier_League,1993-1994,Swindon,Sheffield United,0.0,0.0
Premier_League,1993-1994,Tottenham,Newcastle,1.0,2.0
Premier_League,1993-1994,Wimbledon,West Ham,1.0,2.0
Premier_League,1993-1994,Blackburn,Chelsea,2.0,0.0
Premier_League,1993-1994,Arsenal,Tottenham,1.0,1.0
Premier_League,1993-1994,Oldham,Swindon,2.0,1.0
Premier_League,1993-1994,Sheffield United,Man United,0.0,3.0
Premier_League,1993-1994,Aston Villa,Sheffield Weds,2.0,2.0
Premier_League,1993-1994,Liverpool,QPR,3.0,2.0
Premier_League,1993-1994,Man City,Everton,1.0,0.0
Premier_League,1993-1994,Southampton,Ipswich,0.0,1.0
Premier_League,1993-1994,West Ham,Leeds,0.0,1.0
Premier_League,1993-1994,Aston Villa,Wimbledon,0.0,1.0
Premier_League,1993-1994,Chelsea,Ipswich,1.0,1.0
Premier_League,1993-1994,Liverpool,Swindon,2.0,2.0
Premier_League,1993-1994,Man City,Tottenham,0.0,2.0
Premier_League,1993-1994,Newcastle,Man United,1.0,1.0
Premier_League,1993-1994,Oldham,Blackburn,1.0,2.0
Premier_League,1993-1994,Sheffield United,Everton,0.0,0.0
Premier_League,1993-1994,Southampton,QPR,0.0,1.0
Premier_League,1993-1994,West Ham,Coventry,3.0,2.0
Premier_League,1993-1994,Arsenal,Sheffield Weds,1.0,0.0
Premier_League,1993-1994,Norwich,Leeds,2.0,1.0
Premier_League,1993-1994,Blackburn,Man City,2.0,0.0
Premier_League,1993-1994,Coventry,Oldham,1.0,1.0
Premier_League,1993-1994,Everton,Newcastle,0.0,2.0
Premier_League,1993-1994,Ipswich,Norwich,2.0,1.0
Premier_League,1993-1994,Leeds,Arsenal,2.0,1.0
Premier_League,1993-1994,Sheffield Weds,West Ham,5.0,0.0
Premier_League,1993-1994,Swindon,Southampton,2.0,1.0
Premier_League,1993-1994,Tottenham,Liverpool,3.0,3.0
Premier_League,1993-1994,Wimbledon,Sheffield United,2.0,0.0
Premier_League,1993-1994,Man United,Aston Villa,3.0,1.0
Premier_League,1993-1994,Newcastle,Leeds,1.0,1.0
Premier_League,1993-1994,Man United,Blackburn,1.0,1.0
Premier_League,1993-1994,Sheffield United,Liverpool,0.0,0.0
Premier_League,1993-1994,Wimbledon,Coventry,1.0,2.0
Premier_League,1993-1994,Everton,Sheffield Weds,0.0,2.0
Premier_League,1993-1994,Ipswich,West Ham,1.0,1.0
Premier_League,1993-1994,QPR,Oldham,2.0,0.0
Premier_League,1993-1994,Southampton,Chelsea,3.0,1.0
Premier_League,1993-1994,Swindon,Arsenal,0.0,4.0
Premier_League,1993-1994,Tottenham,Norwich,1.0,3.0
Premier_League,1993-1994,Chelsea,Newcastle,1.0,0.0
Premier_League,1993-1994,Liverpool,Wimbledon,1.0,1.0
Premier_League,1993-1994,Man City,Southampton,1.0,1.0
Premier_League,1993-1994,West Ham,Tottenham,1.0,3.0
Premier_League,1993-1994,Arsenal,Sheffield United,3.0,0.0
Premier_League,1993-1994,Blackburn,Everton,2.0,0.0
Premier_League,1993-1994,Leeds,QPR,1.0,1.0
Premier_League,1993-1994,Norwich,Aston Villa,1.0,2.0
Premier_League,1993-1994,Oldham,Man United,2.0,5.0
Premier_League,1993-1994,Sheffield Weds,Swindon,3.0,3.0
Premier_League,1993-1994,Aston Villa,Blackburn,0.0,1.0
Premier_League,1993-1994,Everton,West Ham,0.0,1.0
Premier_League,1993-1994,Ipswich,Liverpool,1.0,2.0
Premier_League,1993-1994,Man United,Leeds,0.0,0.0
Premier_League,1993-1994,Newcastle,Man City,2.0,0.0
Premier_League,1993-1994,QPR,Sheffield Weds,1.0,2.0
Premier_League,1993-1994,Sheffield United,Oldham,2.0,1.0
Premier_League,1993-1994,Southampton,Norwich,0.0,1.0
Premier_League,1993-1994,Swindon,Chelsea,1.0,3.0
Premier_League,1993-1994,Tottenham,Coventry,1.0,2.0
Premier_League,1993-1994,Wimbledon,Arsenal,0.0,3.0
Premier_League,1993-1994,Arsenal,QPR,0.0,0.0
Premier_League,1993-1994,Chelsea,Everton,4.0,2.0
Premier_League,1993-1994,Coventry,Swindon,1.0,1.0
Premier_League,1993-1994,Sheffield Weds,Tottenham,1.0,0.0
Premier_League,1993-1994,West Ham,Sheffield United,0.0,0.0
Premier_League,1993-1994,Liverpool,Man United,3.0,3.0
Premier_League,1993-1994,Norwich,Newcastle,1.0,2.0
Premier_League,1993-1994,Aston Villa,West Ham,3.0,1.0
Premier_League,1993-1994,Everton,Swindon,6.0,2.0
Premier_League,1993-1994,Leeds,Ipswich,0.0,0.0
Premier_League,1993-1994,Man City,Arsenal,0.0,0.0
Premier_League,1993-1994,Norwich,Chelsea,1.0,1.0
Premier_League,1993-1994,Oldham,Liverpool,0.0,3.0
Premier_League,1993-1994,Sheffield United,Blackburn,1.0,2.0
Premier_League,1993-1994,Southampton,Coventry,1.0,0.0
Premier_League,1993-1994,Tottenham,Man United,0.0,1.0
Premier_League,1993-1994,Wimbledon,Sheffield Weds,2.0,1.0
Premier_League,1993-1994,QPR,Newcastle,1.0,2.0
Premier_League,1993-1994,Arsenal,Oldham,1.0,1.0
Premier_League,1993-1994,Chelsea,Aston Villa,1.0,1.0
Premier_League,1993-1994,Coventry,QPR,0.0,1.0
Premier_League,1993-1994,Ipswich,Wimbledon,0.0,0.0
Premier_League,1993-1994,Liverpool,Man City,2.0,1.0
Premier_League,1993-1994,Man United,Everton,1.0,0.0
Premier_League,1993-1994,Newcastle,Southampton,1.0,2.0
Premier_League,1993-1994,Sheffield Weds,Sheffield United,3.0,1.0
Premier_League,1993-1994,Swindon,Tottenham,2.0,1.0
Premier_League,1993-1994,Blackburn,Leeds,2.0,1.0
Premier_League,1993-1994,West Ham,Norwich,3.0,3.0
Premier_League,1993-1994,Coventry,Ipswich,1.0,0.0
Premier_League,1993-1994,Blackburn,Wimbledon,3.0,0.0
Premier_League,1993-1994,Everton,Chelsea,4.0,2.0
Premier_League,1993-1994,Man City,Ipswich,2.0,1.0
Premier_League,1993-1994,Norwich,Liverpool,2.0,2.0
Premier_League,1993-1994,Oldham,Southampton,2.0,1.0
Premier_League,1993-1994,QPR,Man United,2.0,3.0
Premier_League,1993-1994,Swindon,Coventry,3.0,1.0
Premier_League,1993-1994,Tottenham,Sheffield Weds,1.0,3.0
Premier_League,1993-1994,Aston Villa,Leeds,1.0,0.0
Premier_League,1993-1994,Aston Villa,Swindon,5.0,0.0
Premier_League,1993-1994,Everton,Ipswich,0.0,0.0
Premier_League,1993-1994,Man City,West Ham,0.0,0.0
Premier_League,1993-1994,Oldham,Chelsea,2.0,1.0
Premier_League,1993-1994,Sheffield United,Coventry,0.0,0.0
Premier_League,1993-1994,Tottenham,Blackburn,0.0,2.0
Premier_League,1993-1994,Wimbledon,Newcastle,4.0,2.0
Premier_League,1993-1994,Norwich,Arsenal,1.0,1.0
Premier_League,1993-1994,Southampton,Liverpool,4.0,2.0
Premier_League,1993-1994,Blackburn,Newcastle,1.0,0.0
Premier_League,1993-1994,Coventry,Man City,4.0,0.0
Premier_League,1993-1994,Everton,Arsenal,1.0,1.0
Premier_League,1993-1994,Leeds,Liverpool,2.0,0.0
Premier_League,1993-1994,Swindon,Norwich,3.0,3.0
Premier_League,1993-1994,Aston Villa,Man City,0.0,0.0
Premier_League,1993-1994,Norwich,Blackburn,2.0,2.0
Premier_League,1993-1994,Newcastle,Coventry,4.0,0.0
Premier_League,1993-1994,Arsenal,Blackburn,1.0,0.0
Premier_League,1993-1994,Ipswich,Sheffield United,3.0,2.0
Premier_League,1993-1994,Liverpool,Coventry,1.0,0.0
Premier_League,1993-1994,Man City,Swindon,2.0,1.0
Premier_League,1993-1994,Norwich,Sheffield Weds,1.0,1.0
Premier_League,1993-1994,Southampton,Wimbledon,1.0,0.0
Premier_League,1993-1994,West Ham,Man United,2.0,2.0
Premier_League,1993-1994,Chelsea,Tottenham,4.0,3.0
Premier_League,1993-1994,Oldham,Leeds,1.0,1.0
Premier_League,1993-1994,Tottenham,Aston Villa,1.0,1.0
Premier_League,1993-1994,Blackburn,Liverpool,2.0,0.0
Premier_League,1993-1994,Everton,Oldham,2.0,1.0
Premier_League,1993-1994,Ipswich,Arsenal,1.0,5.0
Premier_League,1993-1994,Leeds,Southampton,0.0,0.0
Premier_League,1993-1994,Man United,Chelsea,0.0,1.0
Premier_League,1993-1994,QPR,Man City,1.0,1.0
Premier_League,1993-1994,Sheffield Weds,Newcastle,0.0,1.0
Premier_League,1993-1994,Swindon,West Ham,1.0,1.0
Premier_League,1993-1994,Tottenham,Sheffield United,2.0,2.0
Premier_League,1993-1994,Wimbledon,Norwich,3.0,1.0
Premier_League,1993-1994,Coventry,Aston Villa,0.0,1.0
Premier_League,1993-1994,Aston Villa,Ipswich,0.0,1.0
Premier_League,1993-1994,Man City,Wimbledon,0.0,1.0
Premier_League,1993-1994,Newcastle,Swindon,7.0,1.0
Premier_League,1993-1994,Norwich,QPR,3.0,4.0
Premier_League,1993-1994,Southampton,Sheffield Weds,1.0,1.0
Premier_League,1993-1994,Liverpool,Everton,2.0,1.0
Premier_League,1993-1994,Sheffield United,Leeds,2.0,2.0
Premier_League,1993-1994,Chelsea,Wimbledon,2.0,0.0
Premier_League,1993-1994,Leeds,Aston Villa,2.0,0.0
Premier_League,1993-1994,Man United,Sheffield Weds,5.0,0.0
Premier_League,1993-1994,Sheffield United,QPR,1.0,1.0
Premier_League,1993-1994,Aston Villa,Oldham,1.0,2.0
Premier_League,1993-1994,Leeds,Coventry,1.0,0.0
Premier_League,1993-1994,Liverpool,Chelsea,2.0,1.0
Premier_League,1993-1994,Man City,Sheffield United,0.0,0.0
Premier_League,1993-1994,QPR,Wimbledon,1.0,0.0
Premier_League,1993-1994,Southampton,Arsenal,0.0,4.0
Premier_League,1993-1994,Swindon,Man United,2.0,2.0
Premier_League,1993-1994,Tottenham,Ipswich,1.0,1.0
Premier_League,1993-1994,West Ham,Newcastle,2.0,4.0
Premier_League,1993-1994,Sheffield Weds,Blackburn,1.0,2.0
Premier_League,1993-1994,Norwich,Everton,3.0,0.0
Premier_League,1993-1994,Arsenal,Man United,2.0,2.0
Premier_League,1993-1994,Newcastle,Ipswich,2.0,0.0
Premier_League,1993-1994,Arsenal,Liverpool,1.0,0.0
Premier_League,1993-1994,Blackburn,Swindon,3.0,1.0
Premier_League,1993-1994,Chelsea,West Ham,2.0,0.0
Premier_League,1993-1994,Coventry,Norwich,2.0,1.0
Premier_League,1993-1994,Everton,Tottenham,0.0,1.0
Premier_League,1993-1994,Ipswich,QPR,1.0,3.0
Premier_League,1993-1994,Oldham,Man City,0.0,0.0
Premier_League,1993-1994,Sheffield United,Southampton,0.0,0.0
Premier_League,1993-1994,Wimbledon,Leeds,1.0,0.0
Premier_League,1993-1994,Sheffield United,West Ham,3.0,2.0
Premier_League,1993-1994,Ipswich,Man City,2.0,2.0
Premier_League,1993-1994,Newcastle,Norwich,3.0,0.0
Premier_League,1993-1994,Wimbledon,Blackburn,4.0,1.0
Premier_League,1993-1994,Aston Villa,Everton,0.0,0.0
Premier_League,1993-1994,Man United,Liverpool,1.0,0.0
Premier_League,1993-1994,Sheffield Weds,Chelsea,3.0,1.0
Premier_League,1993-1994,Southampton,Oldham,1.0,3.0
Premier_League,1993-1994,Leeds,Newcastle,1.0,1.0
Premier_League,1993-1994,Arsenal,Swindon,1.0,1.0
Premier_League,1993-1994,Blackburn,Man United,2.0,0.0
Premier_League,1993-1994,Chelsea,Southampton,2.0,0.0
Premier_League,1993-1994,Coventry,Wimbledon,1.0,2.0
Premier_League,1993-1994,Liverpool,Sheffield United,1.0,2.0
Premier_League,1993-1994,Man City,Aston Villa,3.0,0.0
Premier_League,1993-1994,Norwich,Tottenham,1.0,2.0
Premier_League,1993-1994,Oldham,QPR,4.0,1.0
Premier_League,1993-1994,Sheffield Weds,Everton,5.0,1.0
Premier_League,1993-1994,West Ham,Ipswich,2.0,1.0
Premier_League,1993-1994,Aston Villa,Norwich,0.0,0.0
Premier_League,1993-1994,Everton,Blackburn,0.0,3.0
Premier_League,1993-1994,Ipswich,Coventry,0.0,2.0
Premier_League,1993-1994,Man United,Oldham,3.0,2.0
Premier_League,1993-1994,Newcastle,Chelsea,0.0,0.0
Premier_League,1993-1994,QPR,Leeds,0.0,4.0
Premier_League,1993-1994,Sheffield United,Arsenal,1.0,1.0
Premier_League,1993-1994,Southampton,Man City,0.0,1.0
Premier_League,1993-1994,Swindon,Sheffield Weds,0.0,1.0
Premier_League,1993-1994,Tottenham,West Ham,1.0,4.0
Premier_League,1993-1994,Wimbledon,Liverpool,1.0,1.0
Premier_League,1993-1994,Coventry,Tottenham,1.0,0.0
Premier_League,1993-1994,Liverpool,Ipswich,1.0,0.0
Premier_League,1993-1994,Man City,Newcastle,2.0,1.0
Premier_League,1993-1994,Norwich,Southampton,4.0,5.0
Premier_League,1993-1994,Sheffield Weds,QPR,3.0,1.0
Premier_League,1993-1994,West Ham,Everton,0.0,1.0
Premier_League,1993-1994,Blackburn,Aston Villa,1.0,0.0
Premier_League,1993-1994,QPR,Chelsea,1.0,1.0
Premier_League,1993-1994,Arsenal,Chelsea,1.0,0.0
Premier_League,1993-1994,Coventry,Sheffield Weds,1.0,1.0
Premier_League,1993-1994,Ipswich,Swindon,1.0,1.0
Premier_League,1993-1994,Liverpool,Newcastle,0.0,2.0
Premier_League,1993-1994,Man City,Norwich,1.0,1.0
Premier_League,1993-1994,Oldham,West Ham,1.0,2.0
Premier_League,1993-1994,QPR,Everton,2.0,1.0
Premier_League,1993-1994,Sheffield United,Aston Villa,1.0,2.0
Premier_League,1993-1994,Southampton,Blackburn,3.0,1.0
Premier_League,1993-1994,Wimbledon,Man United,1.0,0.0
Premier_League,1993-1994,Leeds,Tottenham,2.0,0.0
Premier_League,1993-1994,Arsenal,Wimbledon,1.0,1.0
Premier_League,1993-1994,Aston Villa,Arsenal,1.0,2.0
Premier_League,1993-1994,Chelsea,Leeds,1.0,1.0
Premier_League,1993-1994,Everton,Coventry,0.0,0.0
Premier_League,1993-1994,Man United,Man City,2.0,0.0
Premier_League,1993-1994,Newcastle,Oldham,3.0,2.0
Premier_League,1993-1994,Norwich,Sheffield United,0.0,1.0
Premier_League,1993-1994,Sheffield Weds,Ipswich,5.0,0.0
Premier_League,1993-1994,Swindon,Wimbledon,2.0,4.0
Premier_League,1993-1994,Tottenham,Southampton,3.0,0.0
Premier_League,1993-1994,West Ham,Liverpool,1.0,2.0
Premier_League,1993-1994,Blackburn,QPR,1.0,1.0
Premier_League,1993-1994,Wimbledon,Oldham,3.0,0.0
Premier_League,1993-1994,Chelsea,Swindon,2.0,0.0
Premier_League,1993-1994,Leeds,Man United,0.0,2.0
Premier_League,1993-1994,Newcastle,Aston Villa,5.0,1.0
Premier_League,1993-1994,QPR,Arsenal,1.0,1.0
Premier_League,1993-1994,West Ham,Blackburn,1.0,2.0
Premier_League,1993-1994,Arsenal,West Ham,0.0,2.0
Premier_League,1993-1994,Leeds,Everton,3.0,0.0
Premier_League,1993-1994,Liverpool,Norwich,0.0,1.0
Premier_League,1993-1994,Man City,Chelsea,2.0,2.0
Premier_League,1993-1994,Oldham,Sheffield Weds,0.0,0.0
Premier_League,1993-1994,QPR,Swindon,1.0,3.0
Premier_League,1993-1994,Sheffield United,Newcastle,2.0,0.0
Premier_League,1993-1994,Southampton,Aston Villa,4.0,1.0
Premier_League,1993-1994,Wimbledon,Tottenham,2.0,1.0
Premier_League,1993-1994,Ipswich,Man United,1.0,2.0
Premier_League,1993-1994,Coventry,Blackburn,2.0,1.0
Premier_League,1993-1994,Leeds,Sheffield Weds,2.0,2.0
Premier_League,1993-1994,Oldham,Sheffield United,1.0,1.0
Premier_League,1993-1994,QPR,West Ham,0.0,0.0
