round,match_date,home_team,away_team,match_url,player_name,team_name,minute
1,2025-08-16,Aston Villa,Newcastle United,https://www.fotmob.com/en-GB/matches/aston-villa-vs-newcastle-united/3h9v0m#4813375:tab=stats,Konsa,Aston Villa,66
