,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
att_str_raw[0],-0.384,0.292,-0.92,0.18,0.008,0.006,1255.0,2564.0,1.0
att_str_raw[1],0.361,0.259,-0.121,0.85,0.008,0.006,980.0,1813.0,1.0
att_str_raw[2],-0.074,0.275,-0.582,0.443,0.008,0.006,1075.0,2057.0,1.0
att_str_raw[3],-0.165,0.276,-0.694,0.345,0.008,0.006,1125.0,2195.0,1.0
att_str_raw[4],-0.462,0.294,-1.022,0.085,0.008,0.006,1257.0,2625.0,1.0
att_str_raw[5],0.323,0.262,-0.184,0.804,0.008,0.006,1018.0,1698.0,1.0
att_str_raw[6],-0.08,0.275,-0.589,0.441,0.008,0.006,1102.0,2340.0,1.0
att_str_raw[7],0.271,0.264,-0.221,0.772,0.008,0.006,1012.0,1968.0,1.0
att_str_raw[8],-0.092,0.273,-0.62,0.404,0.008,0.006,1118.0,2390.0,1.0
att_str_raw[9],0.176,0.265,-0.327,0.67,0.008,0.006,1046.0,2108.0,1.0
att_str_raw[10],-0.121,0.272,-0.62,0.393,0.008,0.006,1098.0,2310.0,1.0
att_str_raw[11],-0.068,0.271,-0.57,0.442,0.008,0.006,1075.0,2245.0,1.0
att_str_raw[12],0.436,0.26,-0.049,0.92,0.008,0.006,1019.0,2055.0,1.0
att_str_raw[13],0.35,0.259,-0.107,0.864,0.008,0.006,956.0,1704.0,1.0
att_str_raw[14],-0.208,0.282,-0.746,0.316,0.008,0.006,1162.0,2508.0,1.0
att_str_raw[15],0.226,0.262,-0.259,0.72,0.008,0.006,1000.0,2016.0,1.0
att_str_raw[16],-0.048,0.275,-0.56,0.472,0.008,0.006,1076.0,2364.0,1.0
att_str_raw[17],-0.117,0.276,-0.653,0.378,0.008,0.006,1115.0,2407.0,1.0
att_str_raw[18],-0.101,0.277,-0.616,0.423,0.008,0.006,1105.0,2207.0,1.0
def_str_raw[0],0.24,0.268,-0.266,0.732,0.007,0.005,1400.0,2823.0,1.0
def_str_raw[1],-0.678,0.304,-1.267,-0.112,0.007,0.005,1749.0,3667.0,1.0
def_str_raw[2],0.018,0.273,-0.478,0.542,0.007,0.005,1421.0,2885.0,1.0
def_str_raw[3],-0.061,0.275,-0.586,0.452,0.007,0.005,1399.0,2984.0,1.0
def_str_raw[4],0.397,0.26,-0.106,0.869,0.007,0.005,1318.0,2672.0,1.0
def_str_raw[5],0.066,0.273,-0.446,0.569,0.007,0.005,1460.0,3021.0,1.0
def_str_raw[6],0.004,0.272,-0.525,0.494,0.007,0.005,1424.0,2881.0,1.0
def_str_raw[7],0.062,0.273,-0.451,0.571,0.007,0.005,1420.0,2876.0,1.0
def_str_raw[8],0.131,0.268,-0.393,0.619,0.007,0.005,1376.0,2844.0,1.0
def_str_raw[9],0.087,0.269,-0.411,0.606,0.007,0.005,1415.0,2804.0,1.0
def_str_raw[10],-0.065,0.275,-0.6,0.437,0.007,0.005,1458.0,3152.0,1.0
def_str_raw[11],0.04,0.27,-0.456,0.549,0.007,0.005,1381.0,2918.0,1.0
def_str_raw[12],-0.196,0.285,-0.721,0.361,0.007,0.005,1508.0,3179.0,1.0
def_str_raw[13],-0.404,0.288,-0.952,0.134,0.007,0.005,1622.0,3228.0,1.0
def_str_raw[14],-0.02,0.276,-0.535,0.503,0.007,0.005,1465.0,2879.0,1.0
def_str_raw[15],0.13,0.271,-0.366,0.658,0.007,0.005,1403.0,3123.0,1.0
def_str_raw[16],0.257,0.265,-0.234,0.762,0.007,0.005,1356.0,2740.0,1.0
def_str_raw[17],0.099,0.27,-0.407,0.613,0.007,0.005,1385.0,2779.0,1.0
def_str_raw[18],-0.034,0.275,-0.568,0.472,0.007,0.005,1482.0,2996.0,1.0
baseline,0.322,0.041,0.244,0.399,0.0,0.0,6821.0,10882.0,1.0
home_adv,0.177,0.051,0.087,0.278,0.001,0.0,6758.0,7902.0,1.0
att_str[0],-0.396,0.178,-0.734,-0.07,0.001,0.001,20984.0,14474.0,1.0
att_str[1],0.349,0.118,0.124,0.569,0.001,0.0,36658.0,14274.0,1.0
att_str[2],-0.086,0.147,-0.38,0.181,0.001,0.001,28146.0,14246.0,1.0
att_str[3],-0.177,0.15,-0.461,0.105,0.001,0.001,25850.0,14740.0,1.0
att_str[4],-0.473,0.184,-0.809,-0.123,0.001,0.001,21454.0,14578.0,1.0
att_str[5],0.311,0.125,0.079,0.548,0.001,0.001,34933.0,14914.0,1.0
att_str[6],-0.092,0.15,-0.36,0.201,0.001,0.001,27276.0,14335.0,1.0
att_str[7],0.26,0.129,0.022,0.505,0.001,0.001,35652.0,14479.0,1.0
att_str[8],-0.103,0.149,-0.384,0.174,0.001,0.001,27823.0,14714.0,1.0
att_str[9],0.165,0.131,-0.09,0.403,0.001,0.001,34768.0,14923.0,1.0
att_str[10],-0.133,0.147,-0.416,0.138,0.001,0.001,29525.0,16088.0,1.0
att_str[11],-0.08,0.145,-0.345,0.197,0.001,0.001,29348.0,14497.0,1.0
att_str[12],0.424,0.121,0.197,0.649,0.001,0.0,38975.0,15433.0,1.0
att_str[13],0.338,0.119,0.116,0.56,0.001,0.0,37623.0,15085.0,1.0
att_str[14],-0.219,0.162,-0.514,0.092,0.001,0.001,25171.0,14066.0,1.0
att_str[15],0.214,0.128,-0.027,0.455,0.001,0.001,32117.0,15108.0,1.0
att_str[16],-0.06,0.147,-0.332,0.221,0.001,0.001,30600.0,14788.0,1.0
att_str[17],-0.128,0.152,-0.416,0.16,0.001,0.001,26397.0,14616.0,1.0
att_str[18],-0.113,0.153,-0.403,0.172,0.001,0.001,28406.0,14419.0,1.0
def_str[0],0.237,0.13,-0.01,0.477,0.001,0.001,35228.0,14377.0,1.0
def_str[1],-0.682,0.193,-1.047,-0.328,0.001,0.001,21031.0,14000.0,1.0
def_str[2],0.014,0.142,-0.258,0.274,0.001,0.001,32100.0,13959.0,1.0
def_str[3],-0.065,0.143,-0.333,0.199,0.001,0.001,29386.0,14151.0,1.0
def_str[4],0.393,0.117,0.171,0.61,0.001,0.0,37720.0,15104.0,1.0
def_str[5],0.062,0.141,-0.208,0.326,0.001,0.001,32804.0,15130.0,1.0
def_str[6],0.0,0.139,-0.257,0.266,0.001,0.001,32607.0,15579.0,1.0
def_str[7],0.058,0.14,-0.214,0.315,0.001,0.001,30563.0,14467.0,1.0
def_str[8],0.127,0.131,-0.124,0.37,0.001,0.001,34973.0,14764.0,1.0
def_str[9],0.083,0.136,-0.163,0.345,0.001,0.001,31294.0,14968.0,1.0
def_str[10],-0.069,0.144,-0.344,0.196,0.001,0.001,32633.0,15159.0,1.0
def_str[11],0.037,0.138,-0.229,0.291,0.001,0.001,32759.0,14098.0,1.0
def_str[12],-0.2,0.164,-0.512,0.101,0.001,0.001,26622.0,14946.0,1.0
def_str[13],-0.408,0.17,-0.73,-0.097,0.001,0.001,25533.0,16130.0,1.0
def_str[14],-0.024,0.146,-0.303,0.245,0.001,0.001,28901.0,14539.0,1.0
def_str[15],0.127,0.136,-0.135,0.376,0.001,0.001,34161.0,14149.0,1.0
def_str[16],0.253,0.124,0.024,0.49,0.001,0.001,35707.0,13946.0,1.0
def_str[17],0.096,0.135,-0.158,0.35,0.001,0.001,32339.0,15048.0,1.0
def_str[18],-0.038,0.145,-0.313,0.222,0.001,0.001,30067.0,14302.0,1.0
