,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
def_str[1],-0.117,0.162,-0.422,0.187,0.002,0.002,5903.0,2807.0,1.0
def_str[2],-0.061,0.165,-0.393,0.222,0.002,0.003,6033.0,3181.0,1.0
def_str[3],0.03,0.149,-0.247,0.309,0.002,0.002,6533.0,2757.0,1.0
def_str[4],0.098,0.151,-0.186,0.38,0.002,0.002,6644.0,3014.0,1.0
def_str[5],-0.189,0.164,-0.519,0.097,0.002,0.002,5490.0,2906.0,1.0
def_str[6],0.027,0.162,-0.278,0.328,0.002,0.003,7155.0,2336.0,1.0
def_str[7],-0.176,0.168,-0.487,0.133,0.002,0.002,6784.0,3327.0,1.0
def_str[8],-0.062,0.156,-0.346,0.235,0.002,0.002,7011.0,2821.0,1.0
def_str[9],0.284,0.14,0.026,0.541,0.002,0.001,8617.0,3002.0,1.0
def_str[10],0.286,0.13,0.039,0.53,0.001,0.001,10059.0,2631.0,1.0
def_str[11],-0.265,0.18,-0.614,0.055,0.002,0.002,5771.0,2949.0,1.0
def_str[12],-0.164,0.161,-0.483,0.126,0.002,0.002,6455.0,3388.0,1.0
def_str[13],-0.0,0.153,-0.292,0.289,0.002,0.003,6903.0,3132.0,1.0
def_str[14],-0.123,0.167,-0.422,0.21,0.002,0.002,6006.0,2402.0,1.0
def_str[15],-0.093,0.159,-0.391,0.201,0.002,0.002,5725.0,2765.0,1.01
def_str[16],0.408,0.127,0.167,0.643,0.001,0.001,8781.0,3081.0,1.0
def_str[17],0.269,0.135,0.022,0.522,0.001,0.001,8386.0,3104.0,1.0
def_str[18],0.125,0.143,-0.133,0.398,0.002,0.002,8101.0,2829.0,1.0
def_str[19],0.161,0.147,-0.129,0.426,0.002,0.002,8858.0,3112.0,1.0
