,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
def_str_raw[Man United],-0.051,0.279,-0.556,0.491,0.017,0.012,257.0,582.0,1.01
def_str_raw[Newcastle],-0.384,0.296,-0.936,0.17,0.017,0.012,287.0,843.0,1.01
def_str_raw[Nottm Forest],0.177,0.272,-0.332,0.682,0.018,0.012,241.0,582.0,1.01
def_str_raw[Southampton],0.243,0.273,-0.261,0.741,0.018,0.013,231.0,606.0,1.01
def_str_raw[Tottenham],0.041,0.279,-0.493,0.546,0.018,0.012,252.0,615.0,1.01
def_str_raw[West Ham],0.02,0.28,-0.496,0.558,0.018,0.013,246.0,571.0,1.01
def_str_raw[Wolves],0.083,0.279,-0.443,0.596,0.018,0.013,240.0,561.0,1.01
home_adv,0.248,0.064,0.132,0.371,0.002,0.001,1358.0,1942.0,1.01
baseline,0.181,0.051,0.079,0.273,0.001,0.001,1336.0,1922.0,1.01
att_str[Arsenal],0.38,0.126,0.145,0.621,0.001,0.001,9124.0,3059.0,1.0
att_str[Aston Villa],0.003,0.154,-0.288,0.294,0.002,0.002,7178.0,3363.0,1.0
att_str[Bournemouth],-0.292,0.174,-0.625,0.033,0.002,0.002,7171.0,3200.0,1.0
att_str[Brentford],0.081,0.144,-0.186,0.346,0.002,0.002,7077.0,3013.0,1.0
att_str[Brighton],0.352,0.133,0.098,0.588,0.002,0.001,7579.0,3128.0,1.0
att_str[Chelsea],-0.218,0.17,-0.524,0.1,0.002,0.002,6802.0,3162.0,1.0
att_str[Crystal Palace],-0.262,0.173,-0.591,0.052,0.002,0.002,6694.0,3135.0,1.0
att_str[Everton],-0.154,0.163,-0.458,0.138,0.002,0.002,7306.0,3391.0,1.0
att_str[Fulham],-0.108,0.166,-0.431,0.194,0.002,0.003,6607.0,2644.0,1.0
att_str[Leeds],-0.125,0.169,-0.431,0.198,0.002,0.002,7365.0,3056.0,1.0
att_str[Leicester],0.003,0.153,-0.301,0.283,0.002,0.003,7036.0,3137.0,1.0
att_str[Liverpool],0.351,0.131,0.115,0.603,0.001,0.001,8183.0,2607.0,1.0
att_str[Man City],0.468,0.125,0.242,0.701,0.001,0.001,9190.0,2770.0,1.0
att_str[Man United],0.225,0.136,-0.014,0.493,0.001,0.001,8979.0,3048.0,1.0
att_str[Newcastle],0.274,0.136,0.017,0.536,0.001,0.001,9158.0,2876.0,1.0
att_str[Nottm Forest],-0.279,0.174,-0.624,0.019,0.002,0.002,5766.0,2847.0,1.0
att_str[Southampton],-0.329,0.183,-0.666,0.012,0.002,0.002,5440.0,3350.0,1.0
att_str[Tottenham],0.14,0.145,-0.132,0.403,0.002,0.002,8099.0,2923.0,1.0
att_str[West Ham],-0.109,0.158,-0.405,0.186,0.002,0.002,6869.0,3084.0,1.0
att_str[Wolves],-0.402,0.194,-0.765,-0.05,0.003,0.002,5268.0,2944.0,1.0
def_str[Arsenal],-0.229,0.17,-0.545,0.086,0.002,0.002,7121.0,2961.0,1.0
def_str[Aston Villa],-0.069,0.159,-0.362,0.229,0.002,0.003,6482.0,2870.0,1.0
def_str[Bournemouth],0.244,0.136,-0.004,0.493,0.001,0.001,8860.0,2392.0,1.0
def_str[Brentford],-0.101,0.16,-0.408,0.196,0.002,0.002,6355.0,2695.0,1.0
def_str[Brighton],0.052,0.157,-0.254,0.338,0.002,0.003,7968.0,2849.0,1.0
def_str[Chelsea],-0.083,0.152,-0.357,0.212,0.002,0.002,6593.0,3267.0,1.0
def_str[Crystal Palace],-0.115,0.164,-0.431,0.182,0.002,0.002,7723.0,3054.0,1.0
def_str[Everton],0.12,0.14,-0.143,0.383,0.001,0.002,9259.0,3450.0,1.0
def_str[Fulham],0.098,0.151,-0.191,0.369,0.002,0.002,8831.0,3169.0,1.0
def_str[Leeds],0.281,0.135,0.02,0.531,0.001,0.001,9738.0,3218.0,1.0
def_str[Leicester],0.194,0.14,-0.055,0.464,0.001,0.001,8803.0,3021.0,1.0
def_str[Liverpool],-0.029,0.16,-0.32,0.288,0.002,0.003,6881.0,2993.0,1.0
def_str[Man City],-0.441,0.186,-0.778,-0.079,0.002,0.002,6343.0,2930.0,1.0
def_str[Man United],-0.058,0.155,-0.356,0.227,0.002,0.003,7115.0,2615.0,1.0
def_str[Newcastle],-0.391,0.184,-0.716,-0.032,0.002,0.002,6008.0,3212.0,1.0
def_str[Nottm Forest],0.17,0.138,-0.096,0.412,0.002,0.001,7830.0,2867.0,1.0
def_str[Southampton],0.235,0.138,-0.025,0.489,0.001,0.001,9084.0,3001.0,1.0
def_str[Tottenham],0.034,0.15,-0.249,0.307,0.002,0.002,7272.0,3129.0,1.0
def_str[West Ham],0.012,0.148,-0.275,0.276,0.002,0.002,7869.0,3243.0,1.0
def_str[Wolves],0.075,0.145,-0.201,0.341,0.002,0.002,7045.0,3031.0,1.0
