match_id,home_team,away_team,match_date,league,home_BallPossesion,away_BallPossesion,home_expected_goals,away_expected_goals,home_total_shots,away_total_shots,home_ShotsOnTarget,away_ShotsOnTarget,home_big_chance,away_big_chance,home_big_chance_missed_title,away_big_chance_missed_title,home_accurate_passes,home_accurate_passes_pct,away_accurate_passes,away_accurate_passes_pct,home_fouls,away_fouls,home_corners,away_corners,home_shots,away_shots,home_ShotsOffTarget,away_ShotsOffTarget,home_blocked_shots,away_blocked_shots,home_shots_woodwork,away_shots_woodwork,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_expected_goals_open_play,away_expected_goals_open_play,home_expected_goals_set_play,away_expected_goals_set_play,home_expected_goals_non_penalty,away_expected_goals_non_penalty,home_expected_goals_on_target,away_expected_goals_on_target,home_passes,away_passes,home_own_half_passes,away_own_half_passes,home_opposition_half_passes,away_opposition_half_passes,home_long_balls_accurate,home_long_balls_accurate_pct,away_long_balls_accurate,away_long_balls_accurate_pct,home_accurate_crosses,home_accurate_crosses_pct,away_accurate_crosses,away_accurate_crosses_pct,home_player_throws,away_player_throws,home_touches_opp_box,away_touches_opp_box,home_Offsides,away_Offsides,home_defense,away_defense,home_matchstats.headers.tackles,away_matchstats.headers.tackles,home_interceptions,away_interceptions,home_shot_blocks,away_shot_blocks,home_clearances,away_clearances,home_keeper_saves,away_keeper_saves,home_duels,away_duels,home_duel_won,away_duel_won,home_ground_duels_won,home_ground_duels_won_pct,away_ground_duels_won,away_ground_duels_won_pct,home_aerials_won,home_aerials_won_pct,away_aerials_won,away_aerials_won_pct,home_dribbles_succeeded,home_dribbles_succeeded_pct,away_dribbles_succeeded,away_dribbles_succeeded_pct,home_discipline,away_discipline,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
4506612,8602,9825,2025-01-25T15:00:00.000Z,47,52,48,0.74,1.00,9,9,4,3,1,3,1,3,364,84,329,83,20,10,1,5,,,4,3,1,3,0,0,4,6,5,3,0.67,0.48,0.07,0.52,0.74,1.00,0.74,0.72,433,397,189,145,175,184,20,43,14,36,3,21,4,17,14,27,12,20,0,0,,,27,22,7,8,2,1,30,14,2,4,,,56,57,42,46,50,54,14,67,7,33,7,37,8,32,,,0,1,1,1
